/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29_17:2015-01-29 17:59:33,147 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-12 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422554371--ReceiveTime:1422554373094--CostTime:53--player:192124479000101,cjbae10000--Params:{"cmdBaseTime":"1422554371","pf":"nstore","nonce":"9181223653522307013","paymentSeq":"1011447020","itemId":"9471","orderId":"1011447020"}--RetObj:cmd exception--ResLog:{"wood":1129482,"food":267330,"silver":500,"stone":0,"iron":90538}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:10:00,254 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-19 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422576599--ReceiveTime:1422576600225--CostTime:28--player:678481359000046,마시자--Params:{"cmdBaseTime":"1422576599","pf":"nstore","nonce":"7595160449061895470","paymentSeq":"1011450189","itemId":"9480","orderId":"1011450189"}--RetObj:cmd exception--ResLog:{"wood":4593595,"food":775801,"silver":500,"stone":90232,"iron":247854}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:13:18,308 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-37 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422576797--ReceiveTime:1422576798298--CostTime:10--player:678481359000046,마시자--Params:{"cmdBaseTime":"1422576797","pf":"nstore","nonce":"-7693732900266564080","paymentSeq":"1011450241","itemId":"9480","orderId":"1011450241"}--RetObj:cmd exception--ResLog:{"wood":4593595,"food":769961,"silver":500,"stone":90232,"iron":247854}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:13:23,296 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-12 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422576802--ReceiveTime:1422576803287--CostTime:9--player:678481359000046,마시자--Params:{"cmdBaseTime":"1422576802","pf":"nstore","nonce":"-7693732900266564080","paymentSeq":"1011450241","itemId":"9480","orderId":"1011450241"}--RetObj:cmd exception--ResLog:{"wood":4593595,"food":769961,"silver":500,"stone":90232,"iron":247854}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:42:10,993 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-13 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578530--ReceiveTime:1422578530983--CostTime:10--player:11079323000046,T    O    P--Params:{"cmdBaseTime":"1422578530","pf":"nstore","nonce":"3840700690465666702","paymentSeq":"1011450713","itemId":"9480","orderId":"1011450713"}--RetObj:cmd exception--ResLog:{"wood":572142,"food":1256001,"silver":500,"stone":381161,"iron":190942}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:42:15,886 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-19 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578535--ReceiveTime:1422578535876--CostTime:10--player:11079323000046,T    O    P--Params:{"cmdBaseTime":"1422578535","pf":"nstore","nonce":"3840700690465666702","paymentSeq":"1011450713","itemId":"9480","orderId":"1011450713"}--RetObj:cmd exception--ResLog:{"wood":572142,"food":1256001,"silver":500,"stone":381161,"iron":190942}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:50:09,367 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-10 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422579008--ReceiveTime:1422579009357--CostTime:10--player:11079323000046,T    O    P--Params:{"cmdBaseTime":"1422579008","pf":"nstore","nonce":"-5039180984865887535","paymentSeq":"1011450865","itemId":"9480","orderId":"1011450865"}--RetObj:cmd exception--ResLog:{"wood":860142,"food":1246969,"silver":500,"stone":381161,"iron":190942}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-16:2015-01-30 00:50:14,380 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-31 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422579013--ReceiveTime:1422579014257--CostTime:123--player:11079323000046,T    O    P--Params:{"cmdBaseTime":"1422579013","pf":"nstore","nonce":"-5039180984865887535","paymentSeq":"1011450865","itemId":"9480","orderId":"1011450865"}--RetObj:cmd exception--ResLog:{"wood":860142,"food":1246969,"silver":500,"stone":381161,"iron":190942}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29_20:2015-01-29 20:50:21,867 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-41 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422564620--ReceiveTime:1422564621857--CostTime:10--player:164048118000133,부산 보경아빠--Params:{"cmdBaseTime":"1422564620","pf":"nstore","nonce":"-6405899505446178156","paymentSeq":"1011448288","itemId":"9006","orderId":"1011448288"}--RetObj:cmd exception--ResLog:{"wood":422476,"food":483408,"silver":500,"stone":0,"iron":0}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29_20:2015-01-29 20:50:26,874 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-22 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422564625--ReceiveTime:1422564626865--CostTime:9--player:164048118000133,부산 보경아빠--Params:{"cmdBaseTime":"1422564625","pf":"nstore","nonce":"-6405899505446178156","paymentSeq":"1011448288","itemId":"9006","orderId":"1011448288"}--RetObj:cmd exception--ResLog:{"wood":422476,"food":483408,"silver":500,"stone":0,"iron":0}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_02:2015-01-30 02:47:58,382 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-10 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422586077--ReceiveTime:1422586078372--CostTime:9--player:119546399000063,수라향 (COR)--Params:{"cmdBaseTime":"1422586077","pf":"nstore","nonce":"3884737985211229496","paymentSeq":"1011453084","itemId":"9480","orderId":"1011453084"}--RetObj:cmd exception--ResLog:{"wood":1733751,"food":1547853,"silver":500,"stone":154386,"iron":178783}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_02:2015-01-30 02:48:03,358 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-26 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422586083--ReceiveTime:1422586083349--CostTime:9--player:119546399000063,수라향 (COR)--Params:{"cmdBaseTime":"1422586083","pf":"nstore","nonce":"3884737985211229496","paymentSeq":"1011453084","itemId":"9480","orderId":"1011453084"}--RetObj:cmd exception--ResLog:{"wood":1733751,"food":1547853,"silver":500,"stone":154386,"iron":178783}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:51:34,260 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-21 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422582693--ReceiveTime:1422582694248--CostTime:12--player:637624819000063,선덕여앙!--Params:{"cmdBaseTime":"1422582693","pf":"nstore","nonce":"-3017858776939768843","paymentSeq":"1011451959","itemId":"9480","orderId":"1011451959"}--RetObj:cmd exception--ResLog:{"wood":4112723,"food":7896,"silver":500,"stone":29221,"iron":467283}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:51:39,220 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-7 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422582698--ReceiveTime:1422582699209--CostTime:11--player:637624819000063,선덕여앙!--Params:{"cmdBaseTime":"1422582698","pf":"nstore","nonce":"-3017858776939768843","paymentSeq":"1011451959","itemId":"9480","orderId":"1011451959"}--RetObj:cmd exception--ResLog:{"wood":4112723,"food":7896,"silver":500,"stone":29221,"iron":467283}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:52:30,650 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-18 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422582750--ReceiveTime:1422582750640--CostTime:10--player:637624819000063,선덕여앙!--Params:{"cmdBaseTime":"1422582750","pf":"nstore","nonce":"5719238416224921778","paymentSeq":"1011451995","itemId":"9480","orderId":"1011451995"}--RetObj:cmd exception--ResLog:{"wood":4112723,"food":7635,"silver":500,"stone":29221,"iron":467283}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:52:35,589 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-32 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422582754--ReceiveTime:1422582755579--CostTime:10--player:637624819000063,선덕여앙!--Params:{"cmdBaseTime":"1422582754","pf":"nstore","nonce":"5719238416224921778","paymentSeq":"1011451995","itemId":"9480","orderId":"1011451995"}--RetObj:cmd exception--ResLog:{"wood":4112723,"food":7635,"silver":500,"stone":29221,"iron":467283}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:35:39,602 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-28 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578138--ReceiveTime:1422578139592--CostTime:10--player:90222133000070,Attack?you die!--Params:{"cmdBaseTime":"1422578138","pf":"nstore","nonce":"-1075459797134393205","paymentSeq":"1011450591","itemId":"9480","orderId":"1011450591"}--RetObj:cmd exception--ResLog:{"wood":789887,"food":3979581,"silver":500,"stone":0,"iron":145631}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:35:44,515 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-3 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578143--ReceiveTime:1422578144505--CostTime:10--player:90222133000070,Attack?you die!--Params:{"cmdBaseTime":"1422578143","pf":"nstore","nonce":"-1075459797134393205","paymentSeq":"1011450591","itemId":"9480","orderId":"1011450591"}--RetObj:cmd exception--ResLog:{"wood":789887,"food":3979554,"silver":500,"stone":0,"iron":145631}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:34:08,122 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-18 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578047--ReceiveTime:1422578048111--CostTime:11--player:894364814000066,리오스나이퍼부케2--Params:{"cmdBaseTime":"1422578047","pf":"nstore","nonce":"-8036250286773596932","paymentSeq":"1011450561","itemId":"9480","orderId":"1011450561"}--RetObj:cmd exception--ResLog:{"wood":827816,"food":178064,"silver":500,"stone":0,"iron":18564}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:34:13,118 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-40 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578051--ReceiveTime:1422578053108--CostTime:10--player:894364814000066,리오스나이퍼부케2--Params:{"cmdBaseTime":"1422578051","pf":"nstore","nonce":"-8036250286773596932","paymentSeq":"1011450561","itemId":"9480","orderId":"1011450561"}--RetObj:cmd exception--ResLog:{"wood":827816,"food":178064,"silver":500,"stone":0,"iron":18564}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:37:35,332 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-9 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578254--ReceiveTime:1422578255323--CostTime:9--player:894364814000066,리오스나이퍼부케2--Params:{"cmdBaseTime":"1422578254","pf":"nstore","nonce":"-324929837590109850","paymentSeq":"1011450638","itemId":"9480","orderId":"1011450638"}--RetObj:cmd exception--ResLog:{"wood":827816,"food":174434,"silver":500,"stone":0,"iron":18564}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:37:40,340 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-18 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578259--ReceiveTime:1422578260331--CostTime:9--player:894364814000066,리오스나이퍼부케2--Params:{"cmdBaseTime":"1422578259","pf":"nstore","nonce":"-324929837590109850","paymentSeq":"1011450638","itemId":"9480","orderId":"1011450638"}--RetObj:cmd exception--ResLog:{"wood":827816,"food":174434,"silver":500,"stone":0,"iron":18564}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_02:2015-01-30 02:28:53,734 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-12 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422584932--ReceiveTime:1422584933719--CostTime:15--player:720303842000063,완생으로나아가는것--Params:{"cmdBaseTime":"1422584932","pf":"nstore","nonce":"1611071083286452806","paymentSeq":"1011452720","itemId":"9480","orderId":"1011452720"}--RetObj:cmd exception--ResLog:{"wood":50441,"food":25849,"silver":500,"stone":126861,"iron":90161}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_02:2015-01-30 02:28:58,676 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-3 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422584937--ReceiveTime:1422584938667--CostTime:9--player:720303842000063,완생으로나아가는것--Params:{"cmdBaseTime":"1422584937","pf":"nstore","nonce":"1611071083286452806","paymentSeq":"1011452720","itemId":"9480","orderId":"1011452720"}--RetObj:cmd exception--ResLog:{"wood":50441,"food":25849,"silver":500,"stone":126861,"iron":90161}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-01:2015-01-30 03:41:21,525 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-22 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422589280--ReceiveTime:1422589281516--CostTime:9--player:617836664000072,누리봄--Params:{"cmdBaseTime":"1422589280","pf":"nstore","nonce":"4917544591591573414","paymentSeq":"1011454243","itemId":"9300","orderId":"1011454243"}--RetObj:cmd exception--ResLog:{"wood":2324011,"food":1054541,"silver":500,"stone":53057,"iron":605079}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-01:2015-01-30 03:41:26,491 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-2 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422589285--ReceiveTime:1422589286482--CostTime:9--player:617836664000072,누리봄--Params:{"cmdBaseTime":"1422589285","pf":"nstore","nonce":"4917544591591573414","paymentSeq":"1011454243","itemId":"9300","orderId":"1011454243"}--RetObj:cmd exception--ResLog:{"wood":2324011,"food":1054541,"silver":500,"stone":53057,"iron":605079}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-11:2015-01-29 13:46:54,581 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-36 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422539213--ReceiveTime:1422539214530--CostTime:51--player:231174936000073,스파르타카--Params:{"cmdBaseTime":"1422539213","pf":"nstore","nonce":"-785541112697410144","paymentSeq":"1011440150","itemId":"9470","orderId":"1011440150"}--RetObj:cmd exception--ResLog:{"wood":2844281,"food":4220459,"silver":500,"stone":0,"iron":306324}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-11:2015-01-29 13:46:59,513 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-27 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422539218--ReceiveTime:1422539219461--CostTime:52--player:231174936000073,스파르타카--Params:{"cmdBaseTime":"1422539218","pf":"nstore","nonce":"-785541112697410144","paymentSeq":"1011440150","itemId":"9470","orderId":"1011440150"}--RetObj:cmd exception--ResLog:{"wood":2844281,"food":4220459,"silver":500,"stone":0,"iron":306324}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:14:42,637 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-43 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422576881--ReceiveTime:1422576882580--CostTime:57--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422576881","pf":"nstore","nonce":"-1400984604215484543","paymentSeq":"1011450249","itemId":"9004","orderId":"1011450249"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":139526,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:14:47,599 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-11 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422576886--ReceiveTime:1422576887549--CostTime:50--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422576886","pf":"nstore","nonce":"-1400984604215484543","paymentSeq":"1011450249","itemId":"9004","orderId":"1011450249"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":139526,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:39:14,921 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-5 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578353--ReceiveTime:1422578354872--CostTime:49--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422578353","pf":"nstore","nonce":"-5304811790810385309","paymentSeq":"1011450660","itemId":"9480","orderId":"1011450660"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":102975,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:39:19,846 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-40 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578359--ReceiveTime:1422578359793--CostTime:53--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422578359","pf":"nstore","nonce":"-5304811790810385309","paymentSeq":"1011450660","itemId":"9480","orderId":"1011450660"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":102975,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:40:55,289 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-12 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578455--ReceiveTime:1422578455234--CostTime:55--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422578455","pf":"nstore","nonce":"8068875982558965822","paymentSeq":"1011450686","itemId":"9480","orderId":"1011450686"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":100491,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:41:00,207 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-7 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578459--ReceiveTime:1422578460156--CostTime:51--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422578459","pf":"nstore","nonce":"8068875982558965822","paymentSeq":"1011450686","itemId":"9480","orderId":"1011450686"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":100491,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:48:06,647 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-19 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578884--ReceiveTime:1422578886589--CostTime:58--player:889071491000076,소울창고--Params:{"cmdBaseTime":"1422578884","pf":"nstore","nonce":"-7512042821003428725","paymentSeq":"1011450819","itemId":"9480","orderId":"1011450819"}--RetObj:cmd exception--ResLog:{"wood":717614,"food":262831,"silver":500,"stone":0,"iron":240117}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29-22:2015-01-30 00:48:11,553 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-16 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422578890--ReceiveTime:1422578891497--CostTime:56--player:889071491000076,소울창고--Params:{"cmdBaseTime":"1422578890","pf":"nstore","nonce":"-7512042821003428725","paymentSeq":"1011450819","itemId":"9480","orderId":"1011450819"}--RetObj:cmd exception--ResLog:{"wood":717614,"food":262831,"silver":500,"stone":0,"iron":240117}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:04:20,047 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-7 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422579859--ReceiveTime:1422579859995--CostTime:52--player:183935435000076,jungmo25--Params:{"cmdBaseTime":"1422579859","pf":"nstore","nonce":"-2951690774611130958","paymentSeq":"1011451076","itemId":"9105","orderId":"1011451076"}--RetObj:cmd exception--ResLog:{"wood":1365407,"food":1341501,"silver":500,"stone":51228,"iron":103572}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:04:25,205 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-3 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422579863--ReceiveTime:1422579865158--CostTime:47--player:183935435000076,jungmo25--Params:{"cmdBaseTime":"1422579863","pf":"nstore","nonce":"-2951690774611130958","paymentSeq":"1011451076","itemId":"9105","orderId":"1011451076"}--RetObj:cmd exception--ResLog:{"wood":1365407,"food":1341501,"silver":500,"stone":51228,"iron":103572}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:06:41,786 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-19 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422580000--ReceiveTime:1422580001733--CostTime:53--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422580000","pf":"nstore","nonce":"-2593804768541791975","paymentSeq":"1011451141","itemId":"9480","orderId":"1011451141"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":62088,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:06:46,680 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-32 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422580005--ReceiveTime:1422580006629--CostTime:51--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422580005","pf":"nstore","nonce":"-2593804768541791975","paymentSeq":"1011451141","itemId":"9480","orderId":"1011451141"}--RetObj:cmd exception--ResLog:{"wood":1945715,"food":62088,"silver":500,"stone":18903,"iron":470531}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:31:46,090 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-37 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422581505--ReceiveTime:1422581506045--CostTime:45--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422581505","pf":"nstore","nonce":"1677012679723599787","paymentSeq":"1011451586","itemId":"9480","orderId":"1011451586"}--RetObj:cmd exception--ResLog:{"wood":1935508,"food":0,"silver":500,"stone":18526,"iron":468038}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_01:2015-01-30 01:31:51,075 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-2 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422581511--ReceiveTime:1422581511022--CostTime:53--player:623414901000076,소울하트--Params:{"cmdBaseTime":"1422581511","pf":"nstore","nonce":"1677012679723599787","paymentSeq":"1011451586","itemId":"9480","orderId":"1011451586"}--RetObj:cmd exception--ResLog:{"wood":1935508,"food":0,"silver":500,"stone":18526,"iron":468038}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-00:2015-01-30 03:29:25,928 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-7 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422588564--ReceiveTime:1422588565865--CostTime:63--player:568508678000077,큭큭나당--Params:{"cmdBaseTime":"1422588564","pf":"nstore","nonce":"1181743664448310923","paymentSeq":"1011453952","itemId":"9480","orderId":"1011453952"}--RetObj:cmd exception--ResLog:{"wood":2125208,"food":965150,"silver":500,"stone":39133,"iron":239837}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-00:2015-01-30 03:29:30,856 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-45 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422588569--ReceiveTime:1422588570804--CostTime:52--player:568508678000077,큭큭나당--Params:{"cmdBaseTime":"1422588569","pf":"nstore","nonce":"1181743664448310923","paymentSeq":"1011453952","itemId":"9480","orderId":"1011453952"}--RetObj:cmd exception--ResLog:{"wood":2125208,"food":965150,"silver":500,"stone":39133,"iron":239837}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29_15:2015-01-29 15:37:11,470 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-25 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422545829--ReceiveTime:1422545831416--CostTime:54--player:325671718000081,코찔군단--Params:{"cmdBaseTime":"1422545829","pf":"nstore","nonce":"-4288369045582345128","paymentSeq":"1011443870","itemId":"9472","orderId":"1011443870"}--RetObj:cmd exception--ResLog:{"wood":4376582,"food":67576,"silver":500,"stone":0,"iron":499829}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-29_15:2015-01-29 15:37:16,345 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-43 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422545833--ReceiveTime:1422545836300--CostTime:45--player:325671718000081,코찔군단--Params:{"cmdBaseTime":"1422545833","pf":"nstore","nonce":"-4288369045582345128","paymentSeq":"1011443870","itemId":"9472","orderId":"1011443870"}--RetObj:cmd exception--ResLog:{"wood":4489412,"food":180345,"silver":500,"stone":0,"iron":499829}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-03:2015-01-30 04:01:45,890 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-35 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422590504--ReceiveTime:1422590505844--CostTime:46--player:6013492000102,불주먹--Params:{"cmdBaseTime":"1422590504","pf":"nstore","nonce":"4223174623316121607","paymentSeq":"1011454770","itemId":"9480","orderId":"1011454770"}--RetObj:cmd exception--ResLog:{"wood":215796,"food":501488,"silver":500,"stone":0,"iron":80925}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-03:2015-01-30 04:01:50,778 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-18 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422590509--ReceiveTime:1422590510716--CostTime:62--player:6013492000102,불주먹--Params:{"cmdBaseTime":"1422590509","pf":"nstore","nonce":"4223174623316121607","paymentSeq":"1011454770","itemId":"9480","orderId":"1011454770"}--RetObj:cmd exception--ResLog:{"wood":215796,"food":501488,"silver":500,"stone":0,"iron":80925}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-03:2015-01-30 04:03:38,376 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-37 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422590616--ReceiveTime:1422590618325--CostTime:51--player:6013492000102,불주먹--Params:{"cmdBaseTime":"1422590616","pf":"nstore","nonce":"600177545438935906","paymentSeq":"1011454816","itemId":"9480","orderId":"1011454816"}--RetObj:cmd exception--ResLog:{"wood":215796,"food":499606,"silver":500,"stone":0,"iron":80925}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30-03:2015-01-30 04:03:43,236 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-25 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422590622--ReceiveTime:1422590623185--CostTime:51--player:6013492000102,불주먹--Params:{"cmdBaseTime":"1422590622","pf":"nstore","nonce":"600177545438935906","paymentSeq":"1011454816","itemId":"9480","orderId":"1011454816"}--RetObj:cmd exception--ResLog:{"wood":215796,"food":499606,"silver":500,"stone":0,"iron":80925}
/usr/local/cok/SFS2X/logs/smartfox.log.2015-01-30_00:2015-01-30 00:29:44,364 | INFO  | com.smartfoxserver.v2.controllers.ExtensionController-12 | com.elex.cok.user | CMD:PayAndroid--SendTime:1422577783--ReceiveTime:1422577784316--CostTime:48--player:292383144000084,불량이--Params:{"cmdBaseTime":"1422577783","pf":"nstore","nonce":"-385625243019242472","paymentSeq":"1011450497","itemId":"9480","orderId":"1011450497"}--RetObj:cmd exception--ResLog:{"wood":2037476,"food":8441,"silver":500,"stone":0,"iron":71248}
